text,label
 #39;Gays are Sinful #39; Row Hots Up over Euro  #39;Justice Boss #39; The battle of wills was hotting up tonight over the political fate of an Italian European Commissioner-designate who thinks homosexuality is a sin.,0
"AMD chips to gain security, virtualization features  SAN FRANCISCO - Advanced Micro Devices (AMD) plans to build security and virtualization features into its server processors by 2006, the company said Friday during its annual analyst event.",3
Retail Sales Rise a Surprise? Is today's big retail news a surprise? Only for those who weren't paying attention.,2
"Bengals Top Browns in Near-Record Shootout (AP) AP - Kelly Holcomb threw for 400 yards and five touchdowns  #151; and lost. Cincinnati and Cleveland played the most remarkable game in their intrastate rivalry Sunday, a wacky 58-48 Bengals victory that turned into the second-highest scoring game in NFL history.",1
"Japan's homeless face ageism The number of Japanese homeless is on the rise, and cultural attitudes about age are exacerbating the situation.",0
"Paterno Is Seeking Answers for an Age-Old Problem As if to prove that his age is irrelevant, Penn State Coach Joe Paterno forgot for a moment yesterday exactly how old he is.  quot;I don #39;t feel 78 - or 77, quot; said Paterno, who will not turn 78 until Dec. 21.",1
"Japan struggles to identify body found in Iraq as civilian hostage &lt;b&gt;...&lt;/b&gt; By Natalie Obiko Pearson, Associated Press, 10/30/2004 01:52. TOKYO (AP) A body resembling a Japanese hostage held by Islamic militants has been found in Iraq, the government announced Saturday, and officials ",0
"Seahawks Stuff Packers Fourth-string quarterback Seneca Wallace led Seattle on two touchdown drives as the Seahawks defeated the Packers, 21-3, on Monday night.",1
NL Wrap: Johnson Fans 14 Mets as Arizona Snaps Slide (Reuters) Reuters - Randy Johnson struck out 14 batters in\8 1/3 innings to help the Arizona Diamondbacks end a nine-game\losing streak with a 2-0 win over the New York Mets on Sunday.,1
Bear Stearns Profit Falls (Reuters) Reuters - Brokerage Bear Stearns Companies\ on Wednesday said quarterly profit fell 10 percent hurt\by lower investment banking revenue and higher expenses.,2
"N.Y. AG sues insurance broker  ALBANY, N.Y. -- A California-based company that brokers life, accident, and disability policies for leading US companies pocketed millions of dollars a year in hidden payments from insurers and from charges on clients' unsuspecting workers, New York Attorney General Eliot Spitzer charged yesterday.",2
"Intel's 3Q Profits Rise 15 Percent (AP) AP - Driven by record sales of server and mobile microprocessors and a bigger slice of the flash memory market, Intel Corp.'s third-quarter profits rose 15 percent even as it struggled with lackluster PC sales, excess inventory and stiff competition.",3
"Livewire: Travel Search Sites Look for Bargains on Web Web sites promising to find the best travel deals have online travel agents wondering if they have a new friend or enemy. For consumers, however, choices are rising ",3
"Trump: The fragrance NEW YORK (CNN/Money) - You can read his books, stay in his hotels, gamble in his casinos and watch him on TV. Now, you can smell like him too.",2
"Johnson  amp; Johnson in Talks to Buy Guidant, NY Times Reports Johnson  amp; Johnson is in advanced talks to buy Guidant Corp. for more than \$24 billion, the New York Times reported, citing executives whom the newspaper didn #39;t name.",2
"EU #39;s Prodi Says No Special Conditions for Turkey The European Commission will not set special conditions for Turkey when it decides Wednesday whether to recommend opening membership talks with Ankara, Commission President Romano Prodi said Tuesday.",0
"Archaeologists Discover Tomb Near Egypt's Pyramids (Reuters) Reuters - Archaeologists have found a\2,500-year-old tomb near Egypt's ancient pyramids in Giza, the\head of the excavation team told Reuters on Thursday.",3
"Quebec to invest \$1B in wind power QUEBEC - The Quebec government will spend a billion dollars over the next eight years to create a series of private wind-powered electrical plants, Premier Jean Charest announced today.",2
Haiti Ex-Soldiers Seize Aristide #39;s Old Compound Some 100 former soldiers who helped lead a revolt against ousted Haitian President Jean-Bertrand Aristide seized his abandoned residence on Wednesday and said they would make it their headquarters.,0
"Money From Salvadoran Immigrants Aids Farming Cooperative Back Home SAN PEDRO MASAHUAT, El Salvador -- Marta Sonia Ayala hunched over a metal table in a room that resembles a large restaurant kitchen, scooping heaps of a light brown powder into plastic bags. Later, she placed the bags of &lt;em&gt;frijolito&lt;/em&gt; -- beans ground into flour -- in a heat-sealing machine, placed colored labels on them and shipped them to 22 stores throughout the country where they would sell for \$1.35 a pound.",2
"Williams asks for hearing to clear status Former NFL running back Ricky Williams has asked the league to hold a hearing to clarify his playing status. Williams, who is reported to be considering a comeback, wants to know ",1
"Dollar Eases Before GDP Data, Greenspan  LONDON (Reuters) - The dollar turned tail from recent  three-week highs against the euro and Swiss franc on Friday as  investors grew cautious ahead of U.S. growth data and a speech  by Federal Reserve Chairman Alan Greenspan.",2
"Column: Modified Vintage Cars Get Hot  NEW YORK (Reuters) - Car buyers, tired of designs that roll  off the assembly line, are shifting gears to decades past.",2
"With new OS, Microsoft seeks couch potatoes #39; eyes com September 15, 2004, 5:40 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.",3
Arsenal lost 23M in Emirates deal The Gunners are delighted with their 100 million deal with the Dubai-based airline this week. But The Sun says Arsenal could have banked a total of 123m by separating the naming rights and shirt deal.,1
"Singh Wins Playoff to Seize Third Major Title  KOHLER, Wis. (Reuters) - Fiji's Vijay Singh held his  composure to win the 86th U.S. PGA Championship in a three-way  playoff on Sunday, clinching the third major title of his  career.",1
"Mets reportedly to consider trading Piazza for Green KEY BISCAYNE, Fla. -- On the opening day of his first general managers meeting as the man in charge of the Mets, Omar Minaya moved in a direction the Mets have long been avoiding.",1
"AMD Big Gainer in 3rd-Quarter Microchip Sales-IDC Advanced Micro Devices Inc. (AMD.N: Quote, Profile, Research) captured nearly 10 percent of computer microchip market revenue in the third quarter, the highest level ",3
"Earnhardt Jr. says punishment harsh Kansas City, Kan. - Dale Earnhardt Jr. said Friday that he should have been punished for using profanity in victory lane last week at Talladega Superspeedway but taking 25 points wasn #39;t the proper thing to do.",1
"Court decision may lower cost of MP3 players MP3 players could become even more popular in Canada thanks to newer, lower price tags made possible by a recent court ruling. The drop in price could be possible after the Federal Court of Appeal #39;s decision ",3
"Houston firm to buy Greensboro petroleum terminal Kinder Morgan Energy Partners LP in Houston has signed a definitive agreement to buy nine refined petroleum products terminals in the Southeast, including one in Greensboro, from Charter Terminal Co.",2
"Picture 4 of 8: Microsoft's new Media Center push Software maker heads to LA to show off a host of gadgets that use one or another Microsoft technology to access movies, music and video.",3
Seattle #39;s Fortson suspended over foul Seattle forward Danny Fortson was suspended for one game without pay after a foul in Friday #39;s game against Toronto was upgraded to a flagrant.,1
"Maryland football: Terps stun fifth-ranked Florida State As the Boston Red Sox buried decades of futility and anguish this week, the Maryland football program has slain its own mighty dragon.",1
"14 Deaths Blamed on Hurricane Frances TAMPA, Fla. - Frances wound up a two-prong assault on Florida that pounded both the central part of the state and the Panhandle, leaving storm-weary residents Tuesday with flooding, frayed nerves and shortages of everyday items such as gas, ice and water...",0
"Awash in Coverage, and in the Spin Cycle By now, bits and pieces of the Pacers-Pistons brawl have joined O. J.'s Bronco ride and the Zapruder film in the pantheon of numbingly overviewed news events.",1
"Europe blames US over weak dollar European finance chiefs take the US to task for allowing the dollar to slide, saying it puts Europe's economy at risk.",2
"Business ; Chinese Inflation Drops Sharply Business News, BEIJING, China #39;s annual inflation rate dropped sharply in November, providing further evidence that steps to cool the economy are working and reducing the chances in the near term of a fresh rise in interest rates.",2
"Kin plead for 2 Americans, Briton to be released; 2 clerics slain &lt;b&gt;...&lt;/b&gt; Relatives pleaded Monday for the release of two Americans and a Briton held hostage as a deadline loomed for their beheading. In Baghdad, gunmen assassinated two clerics from a powerful Sunni Muslim group opposed to the US presence in Iraq.",0
"Big blast reported in North Korea A big explosion rocked a northern province of  North Korea last week, South Korean media are reporting. ",0
Effort to Train New Iraqi Army Is Facing Delays The military command in charge of training Iraqi forces has fewer than half of its permanent headquarters personnel in place.,0
"Westerners Attacked With Grenade in Kabul (AP) AP - A suicide attacker detonated grenades on a commercial street in downtown Kabul on Saturday, killing himself and wounding six other people, including two foreign peacekeepers, police said.",0
"Photo: Bashing bioterror ""Hazmat:Hotzone"" is a networked multiplayer simulation that trains first responders to a terrorist attack.",3
"Red Sox Beat Yankees 6-4 in 12 Innings BOSTON - Down to their last three outs of the season, the Boston Red Sox rallied - against Mariano Rivera, the New York Yankees and decades of disappointment. Bill Mueller singled home the tying run off Rivera in the ninth inning and David Ortiz homered against Paul Quantrill in the 12th, leading Boston to a 6-4 victory Sunday over the Yankees that avoided a four-game sweep in the AL championship series...",0
"April trial date set for Australian accused of murdering British tourist (AFP) AFP - An Australian mechanic will stand trial  next April over the outback murder three years ago of British tourist Peter Falconio, court officials said.",0
"Carolina's Davis Will Not Face 49ers  CHARLOTTE, N.C. (Sports Network) - Carolina Panthers  running back Stephen Davis will miss his seventh game of the  season on Sunday when the club travels west to face the San  Francisco 49ers. Davis was officially listed as ""out"" on  Friday's injury report.",1
"Oil Rises, Nears Record Above \$50 as US Production Curbed Crude oil surpassed \$50 a barrel and was close to a record in New York as US production in the Gulf of Mexico took longer than expected to recover, slowing the buildup of inventories to meet winter needs.",2
"World #39;s Fastest Men Take Center Stage at Games For 10 pulsating seconds, the fastest men on earth take center stage on Sunday at the Olympics to run for the ultimate prize -- the 100 meters gold medal.",1
"No Clues Announced in Russia Jet Crashes MOSCOW - A government commission searching for the cause of the near-simultaneous crashes of two airliners began work at one of the wreckage sites Thursday after workers finished combing over the shattered plane. No clues to clear up the mystery, or indicate terrorism, were immediately reported...",0
"Scottish  amp; Southern, Talisman Plan Offshore Wind Farm (Update1) Scottish  amp; Southern Energy Plc, the UK #39;s fourth-largest energy supplier, and Canada #39;s Talisman Energy Inc. plan a wind farm 25 kilometres (16 miles) off the coast of Scotland to test deepwater windmills.",2
"Cassini Spies Two Moons Around Saturn (AP) AP - NASA's Cassini spacecraft has spied two new little moons around satellite-rich Saturn, the space agency said.",3
"Roddick to Open U.S. Davis Cup Bid Against Belarus  CHARLESTON, South Carolina (Reuters) - U.S. world number  two Andy Roddick will face Belarus' Vladimir Voltchkov in the  opening singles tie of their Davis Cup semi-final Friday.",1
"Sixers center hasn #39;t played since  #39;03 Philadelphia 76ers: Philadelphia 76ers center Todd MacCulloch retired Wednesday, ending an attempted comeback from foot problems that sidelined him the last 1 seasons.",1
"Lucent, Unions Delay Contract Deadline (AP) AP - Lucent Technologies Inc. and two labor unions agreed Sunday to give themselves one more day to avoid a possible strike.",3
"'Virtual Girlfriend' Demands Gifts HONG KONG - She needs to be coddled with sweet talk and pampered with gifts, but you'll never see her in the flesh. A Hong Kong company has developed a ""virtual girlfriend"" for new cell phones with video capability...",0
W.T.O. Authorizes Anti-Dumping Sanctions on U.S. The W.T.O. decided today to authorize sanctions against the United States in response to illegal antidumping rules.,2
US Airways Loses Loans For 100 Jets Financing for nearly 100 regional planes was key component to restructuring plans.,2
Doctors Behind Bars: Treating Pain Is Now Risky Business Dr. Frank Fisher's ordeal lingers as a cautionary tale of what can happen to doctors who treat pain aggressively.,3
"Kent joins Dodgers for two years CBC SPORTS ONLINE - The Los Angeles Dodgers landed a dandy Thursday in free-agent infielder Jeff Kent. Kent, 36, agreed to a two-year contract, but financial terms were not disclosed.",1
"Internet Hunting Worries State Officials A controversial website, www.live-shot.com, already allows Internet users to fire a .22 caliber rifle at targets on a Texas ranch from afar.",3
"Thursday #39;s preview Points: The Big East race is barely under way, but the winner of this matchup of teams with 1-0 league records takes sole possession of first place.",1
"A Time Line Of The IBM PC Business Dec. 8, 2004 From the introduction of its first PC in 1981 to this week #39;s sale of its PC business to Lenovo of China for about \$1.75 billion in cash, IBM has had a quite a few milestones in the PC industry.",3
"US phone giant to cut 10,000 jobs SBC Communications, one of the biggest US phone companies, is planning to cut more than 10,000 jobs, or about 6 of its workforce, by the end of next year.",2
"Nationalists Strong in Bosnia Poll Count Bosnia #39;s main Muslim, Serb and Croat nationalist parties were ahead in local polls, partial results showed on Sunday, but voter turnout fell below 50 percent for the first time.",0
NFL Suspends Saints' Hodge for 4 Games (AP) AP - New Orleans Saints linebacker Sedrick Hodge has been suspended for four games by the NFL for violating its substance abuse policy.,1
Election of the new Prime Minister takes place today afternoon ISLAMABAD: The National Assembly will meet in a special session at the Parliament House in Islamabad Friday at 4:00 pm (PST) to ascertain the new leader of the house.,0
"FOOTBALL: UEFA CUP FIRST ROUND, FIRST LEG TIES: SOUEY CALL FOR &lt;b&gt;...&lt;/b&gt; GRAEME Souness has vowed his Newcastle side will be known for an aggressive attacking style as he kicks off reign in the UEFA Cup tonight.",1
"China #39;s Investment in Construction Slips China #39;s investment in construction and factory equipment, a key growth indicator, slowed slightly in November on lower public spending, but local-level investments surged, the government reported Thursday.",2
"What are Blogs, and Why Your Business Should Use One What are Blogs, and Why Your Business Should Use One\\A few weeks ago I was involved in a very strange conversation with some pretty bright people. One publishes a widely circulated industry magazine, another was an industry consultant, and the last was the CEO of a major corporation in the ...",3
"Allawi unveils candidacy for elections BEIJING, Dec. 16 -- Iraqi Prime Minister Iyad Allawi has unveiled his candidacy for the general elections on January 30. His name appears at the top of a list of candidates submitted by his electoral alliance for seats in the 275-member National Assembly.",0
"Virtualization company moves wares to Windows SWsoft, a company that lets a Linux server be subdivided into independent partitions, is ready to begin testing a Windows version of its product.",3
"Blue Chips Inch Up, Oil Rise Caps Gains US blue-chip stocks rose slightly on Friday as government data showed better-than-expected demand in August for durable goods other than transportation equipment, but climbing oil prices limited gains.",2
"Kobe Bryant Civil Lawsuit Set to Begin (AP) AP - Three months after prosecutors dropped a sexual assault charge against Kobe Bryant, attorneys for the NBA star prepared to return to court for the first hearing in a civil lawsuit filed by his accuser.",1
"Top-Ranked Australia Rallies to Avoid US Rugby League Upset World rugby league champion Australia beat the USA Tomahawks 36-24 in Philadelphia, rallying from an 18- point halftime deficit to avoid one of the biggest upsets in the sport #39;s history.",1
Microsoft Expands Program on Source Code (AP) AP - Microsoft Corp. is expanding a program to give government organizations access to some of its tightly guarded software blueprints amid growing competition from rivals who make such source code freely available.,3
Blair op sparks row in his party British Prime Minister Tony Blair was recovering Saturday after successfully undergoing treatment to correct an irregular heartbeat -- but speculation about who will succeed him raged in his party.,0
"Bermuda Firm Is Subpoenaed in Inquiry Into Insurers Investigations into the sale of insurance that can smooth out volatile earnings have widened significantly, as Ace Ltd., a big Bermuda insurer with extensive operations in the United ",2
"U.S. Soldiers, Militiamen Clash in Najaf NAJAF, Iraq - U.S. warplanes bombed Najaf's Old City and troops clashed with Shiite militiamen Sunday amid fears a plan to end the standoff could collapse...",0
"Sun-Microsoft work might leave standards rift SAN FRANCISCO - As Sun Microsystems Inc. and Microsoft Corp. ready an early December unveiling of the first step in their highly publicized technology collaboration, industry observers are questioning whether the former foes will fail to address industry standards, particularly the work being done by the Sun-backed Liberty Alliance consortium.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/sbcspotrssfeed;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;11714255;9651165;g?http://infoworld.com/spotlights/sbc/main.html?lpid0101035400730403idlp""&gt;SBC Datacomm White Paper&lt;/a&gt;&lt;br/&gt;Find out how Crate   Barrel expects to save \$180,000 by moving to VoIP, compared to a traditional PBX.&lt;/p&gt;",3
"Sun Devils Tailback Reinstated (AP) AP - Arizona State tailback and leading rusher Hakim Hill will be available Saturday when the 20th-ranked Sun Devils face No. 7 California on the road, after being benched last week.",1
"Ingram to acquire TechPac Ingram Micro is all set to acquire Tech Pacific, in a move that will significantly impact the Indian IT distribution and channels sector.",2
"Notes: Sturtze plays new role Tanyon Sturtze has filled several roles for the Yankees this season, from a long-relief mop-up man to a spot starter. But Sturtze added setup man to his resume on Wednesday ",1
"A final thought in mind When the first maple leaves began to turn red, the phone started ringing in Andover. Linda Young would pick up and hear the pained voice of her daughter, Robin, a senior volleyball star at Williams.  quot;Mom, quot; she'd say,  quot;I can't believe this is the last time I'm going to play at Hamilton. quot; Time passed. Leaves turned. The phone ...",1
"Griese will start for Bucs Chris Simms #39; first NFL start lasted only 19 plays, and it may be a while before he plays again for the Bucs. Although the second-year quarterback is day to day with a left shoulder sprain, coach Jon Gruden ",1
"No. 8 Georgia Beats Georgia Tech, 19-13 No. 8 Georgia Hangs on to Beat Georgia Tech, 19-13, After Collapsing in Second Half of Game. Georgia quarterback DJ Shockley evades Georgia Tech defender Gerris Wilkinson during the first quarter Saturday, Nov. 27, 2004 in Athens, Ga.",1
"Nobel winner in degree protest ""Buckyball"" pioneer Sir Harry Kroto slams a UK University's plans to close its chemistry department. ",3
"A PC That Packs Real Power, and All Just for Me A new computer should deliver about 10 times the performance of a desktop personal computer.",3
"New Technique Stirs a Debate in Cardiology A new method of diagnosing heart disease takes only seconds to conduct, but critics say the technique is ripe for overuse.",0
"Rumsfeld Says U.S. Faces Test of Wills in Iraq  ARBIL, Iraq (Reuters) - Defense Secretary Donald Rumsfeld,  calling the Iraq war a test of wills with insurgents, told  Iraqi security forces on Sunday protecting their nation's  sovereignty was their duty.",0
"Nokia #39;s Ollila Says Global Mobile-Phone Users Reach 1.7 Billion Nokia Oyj Chief Executive Officer Jorma Ollila said there are 1.7 billion mobile-phone users globally, equivalent to 26 percent penetration, and market growth will come from camera phones and so-called smartphones.",3
"Higher Fuel Costs Starting to Hit Consumers As the price of energy resumes its upward march, ordinary Americans are getting in their pocketbooks.",2
"Fannie Mae now target of formal SEC inquiry Mortgage giant Fannie Mae is now the target of a formal inquiry by the Securities and Exchange Commission over its accounting practices, the company said in a regulatory filing yesterday.",2
JR shoots down NHL -- again The Flyers star told Fox Sports #39; Best Damn Sports Show Period last night that there #39;s not going to be a season and demanded union head Bob Goodenow and NHL commissioner Gary Bettman to negotiate.,1
OPEC Agrees Oil Supply Crackdown  CAIRO (Reuters) - OPEC oil producers on Friday agreed to  squeeze out excess supply that has lowered world prices from  record highs.,2
"Verplank, Tway to represent US SEVILLE, Spain -- South Africa will underline their strength in depth if Trevor Immelman and Rory Sabbatini can retain their title at the WGC-World Cup of Golf at Seville #39;s Real Golf Club.",1
"Bob Evans, mainframe pioneer, dies at 77 Evans led a team that developed a new class of mainframe computers that allowed different applications to be run simultaneously.",3
"Vodafone gets first bite of latest BlackBerry Vodafone has become the first UK mobile phone operator to offer Research In Motion #39;s latest mobile device, the BlackBerry 7100.",3
Toddler rescued from rubble A two-year-old boy was pulled alive from the rubble today after nearly four days under a landslide caused by the earthquake that devastated northern Japan.,0
Infocus: SSH Host Key Protection This is the first in a series of articles on SSH in-depth. We start with looking at standard SSH host keys by examining the verification process to ensure you have not been the victim of an attack.,3
"Floppy Disk Fast Becoming Relic of the Past Long the most common way to store letters, homework and other computer files, the floppy disk is going the way of the horse upon the arrival of the car: it'll hang around but never hold the same relevance in everyday life.",3
"Players likely to appeal New York, November 22 - The agent for one suspended Indiana Pacer is faulting the NBA for not considering the players #39; fear for their own safety.",1
"Nobel Prize Winners Set to Be Announced (AP) AP - In a tradition that has become as venerable as the 103-year-old Nobel Prizes themselves, the guessing game over who will take home the world's most coveted awards this week has entered full swing.",3
"Golf: Bohn, Ellis open with 63s at Michelin Championship LAS VEGAS, United States : Danny Ellis and Jason Bohn fired rounds of 63 to lead after the first round of the four million dollar PGA Michelin Championship.",1
Soccer: United States Wins in Central America  RIO DE JANEIRO (Reuters) - Paulo Wanchope scored a  hat-trick as Costa Rica brought Guatemala down to earth with a  5-0 victory in Saturday's World Cup qualifiers while the United  States picked up a rare win in Central America by beating El  Salvador 2-0.,1
Ainsworth Lumber to pay \$457.5 million US for three US wood panel &lt;b&gt;...&lt;/b&gt; VANCOUVER (CP) - Ainsworth Lumber Co. has agreed to pay \$457.5 million US to buy three wood-panel manufacturing plants and a related power plant in Minnesota from Potlatch Corp.,2
Sonys Walkman bows to MP3 format The company which invented the walkman and created a new niche with it has now got its ear to the ground. The latest Walkman music player to emerge from their workshop seems to be a hybrid of sorts.,3
"Novartis: FDA Wants More Certican Details Swiss drug maker Novartis Pharma AG said Monday that the Food and Drug Administration has again requested more information on the company #39;s Certican treatment, when used in combination with Neoral, to prevent heart and kidney transplant rejection episodes ",2
"Stocks Fall on Oil, Dow Ends Below 10,000  NEW YORK (Reuters) - Stocks declined on Monday, as record  crude oil prices triggered fresh worry that energy costs will  erode corporate profits and consumer demand.",2
Colorado Is Not Quite All Better The scene at the end of Colorado #39;s victory Saturday night probably was not what the university was looking for after a tumultuous off-season.,1
"Bhupathi, Mirnyi lose in last four Madrid: Mahesh Bhupathi and Max Mirnyi bowed out of the \$2.45 million Masters Series meet on Friday. The third seeds were beaten 4-6, 6-7 (3-7) by No.",1
"Blue Chips Open Down; Oil Near \$48  NEW YORK (Reuters) - Blue-chip stocks opened slightly lower  on Thursday, with rising energy prices feeding investor  concerns, but the Nasdaq index opened higher after software  company Cognos Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=COGN.O target=/stocks/quickinfo/fullquote""&gt;COGN.O&lt;/A&gt; posted better-than-expected  earnings.",2
"Attack Halts Oil Exports From South Iraq Oil exports from southern Iraq have come to a complete halt because of attacks on pipelines and are not likely to resume for at least a week, a senior Iraqi oil official said Monday.",0
Lampard strikes as England cruise past Wales MANCHESTER: A stunning goal by captain David Beckham guided England to a convincing 2-0 victory over Wales in their World Cup qualifier at his former Old Trafford home yesterday.,1
"Charging Els moves to the top Wild weather seems to bring out the best in Ernie Els, who was both steady and spectacular yesterday in a cool rain, warm sunshine, and blustery conditions for an 8-under-par 64 that gave him a two-shot lead in the American Express Championship at Thomastown, Ireland.",1
Decision time: Last chance for 2004 tax strategies Year-end tax planning involves making moves before Dec. 31 that will save on this year #39;s taxes. The tactic involves the timing and the method by which your income is reported and your deductions and tax credits are claimed.,2
AL Wrap: Schilling Helps Red Sox Keep Heat on Yankees Curt Schilling won his major league leading 18th game and David Ortiz hit his 35th home run as the Boston Red Sox edged the Texas Rangers 6-5 in American League at Fenway Park Sunday.,1
"British retail sales get Christmas boost (AFP) AFP - British retail sales bounced back in November, as Christmas shoppers kept the tills ringing in the crucial festive trading period.",2
"EU judge on Microsoft - one month until ruling A European Union judge told a closed meeting on Thursday he plans to rule within a month whether to freeze curbs imposed by the EU #39;s executive on Microsoft, lawyers present said.",2
"Deepest Image of Exploded Star Uncovers Bipolar Jets Chandra X-Ray Observatory -- A spectacular new image of Cassiopeia A from NASA's Chandra X-ray Observatory released today has nearly 200 times more data than the ""First Light"" Chandra image of this object made five years ago. The new image reveals clues that the initial explosion caused by the collapse of a massive star was far more complicated than suspected...",3
"France #39;s Trezeguet may need shoulder operation Juventus striker David Trezeguet may have to undergo an operation on a troublesome shoulder injury and could face a four month layoff, his coach Fabio Capello said on Sunday.",1
"Arnold Vetoes Privacy Bill California Gov. Arnold Schwarzenegger says the bill, which would have required businesses to tell employees that their e-mail and internet usage were being monitored, was overly broad. By Mark Sullivan.",3
"Bush Tours Florida; New Hurricane Heads to Sea Description: President Bush tours devastation in Florida caused by Hurricane Ivan, which is now blamed for 49 US deaths. Tropical storm Jeanne, meanwhile, is headed out to sea after battering Haiti and the ",0
"Botswana Ruling Party Wins Election by Landslide Botswana #39;s ruling party has won by a landslide in Saturday #39;s general elections, assuring President Festus Mogae of a second and final term in office.",0
"Lord Black to resign from Hollinger Inc. Conrad Black intends to give up his management positions with Hollinger Inc.,  quot;within a matter of days, quot; to avoid conflicts with his offer to the board to privatize the Toronto holding company.",2
"Go-ahead for Thatcher questioning South Africa has approved a request by Equatorial Guinea to put questions to Mark Thatcher, arrested last month in Cape Town on suspicion of financing a coup plot in the oil-rich country.",0
"Cytec pays \$1.85bn for UCB unit Cytec Industries Inc. is buying the chemicals division of Belgian drugs company UCB in a 1.5 billion euro (\$1.85 billion) cash and stock deal, the US specialty chemical firm said on Friday.",2
Sun drafts open-source blog developer The principal author of Roller Weblogger will gather support for the online journals inside and outside Sun.,3
Transactions BASEBALL Cincinnati (NL): Announced P Mike Matthews and P Aaron Myette refused outright assignment to Louisville (IL). Cleveland (AL): Declined to pick up the option on SS Omar Vizquel. Montreal (NL): Released P Dan Smith. Pittsburgh (NL): Released P Nelson Figueroa.,1
"Racism: FIFA should hit Spain hard It seems that England simply cannot escape controversy. But on Wednesday night in Madrid it was their opponents, rather than themselves, that were dragged through the mire as racist chants directed at England ",1
"Outside View: In Arafat #39;s footsteps The last time I met Marwan Barghouti, along with other notable Palestinians, I joked how impressive it was to see so many leading minds of the Palestinians together.",0
"A Mall for America's Geeks A road trip detour to the Mall of America offers a look at some remarkable feats of modern engineering. Marvels range from genetically modified glowing fish to roller coasters that no sane human should ride after lunch. Michelle Delio reports from Bloomington, Minnesota.",3
"Legislation Increasing Indecency Fines Dropped Lawmakers last night derailed legislation that would have substantially increased the amount the Federal Communications Commission can fine broadcasters for airing indecent material, giving media companies at least a temporary reprieve after months of scrutiny and public outrage.",3
"Dollar hit by investment fears THE dollar was weaker yesterday, although off its lows, after the release of capital flows data that suggest foreign demand for US assets could be waning.",2
"N. Korea ready #39; to fire off missile WASHINGTON--North Korea may be bluffing, but it appears ready to launch one or more Rodong ballistic missiles capable of hitting Japan anytime it wants, according to a senior US official.",0
"Solberg takes inaugural Rally Japan Motorsport.com. Petter Solberg claimed a comfortable victory on Rally Japan, keeping his WRC championship hopes alive, and giving a home-soil victory to the Subaru team.",1
Brazil  quot;important candidate quot; for expanded Security Council: Powell US Secretary of State Colin Powellsaid Tuesday that Brazil will be an  quot;important candidate quot; for new permanent members of the United Nations Security Council should the council be expanded.,0
"Guilty plea in Pitcairn sex trial Dennis Christian, a descendant of mutineer Fletcher Christian, and Pitcairn #39;s postmaster, yesterday changed his plea to guilty, and admitted sexual assaulting two girls aged 12.",0
Oil price exceeds record mark OIL #39;S RECORD-breaking rally took US crude over US\$52 a barrel yesterday fuelled by the impact of Hurricane Ivan on US winter inventories.,2
New Ernie machine to make debut The new version of Ernie - the number cruncher which selects premium bond prizes - is to be unveiled on Tuesday.,3
"Baseball Playoffs: Twins double up to beat Yankees in Game 1 NEW YORK It was getting late, and the pregame rock song  quot;Let #39;s Get It Started quot; still applied to the New York Yankees.",1
Microsoft desktop-search announcement due Microsoft #39;s MSN division is expected to announce a test version of its long-awaited desktop-search software this morning in a conference call with reporters.,3
"Salesforce.com Surges (The Motley Fool) The Motley Fool - With the Google (Nasdaq: GOOG - News) IPO extravaganza, it seems that it is the only high-profile offering for 2004. Well, there was another one: Salesforce.com (NYSE: CRM - News).",3
"Can #39;t Hackett After one of the worst losses the Jets have had in a long time, a Same Old Jets loss, LaMont Jordan stood there at the podium and tried to take the fall for everybody.",1
"Security Standards Pushed To Encourage M-Commerce  quot;This collaboration directly enhances hand-held architectures to provide the trusted capabilities vital for widespread adoption of mobile commerce and enterprise usage, quot; Sean Maloney, an Intel vice president, said.",3
"Palestinians Bemoan 'Superstar' Loss (AP) AP - Palestinians hoping for a morale boost after four years of bloody conflict with Israel were disappointed Sunday, when their contestant in a much-watched contest for the Arab world's best singer lost to a Libyan.",0
"Nintendo's Newest Product Aims for Adults In a shift in strategy, Nintendo plans to begin selling its next generation of hand-held video game devices in the United States in time for the coming Christmas season.",3
"Utah Slips One Big Spot In BCS Standings _ Southern California and Oklahoma remain one and two in the Bowl Championship Series standings released Monday, as the top five teams remain unchanged.",1
"Robot Helps NASA Refocus on Hubble Because of the Canadian robot named ""Dextre,"" in less than a year, NASA has gone from writing off the Hubble to embracing a mission that will cost up to \$1.6B and approach in complexity the hardest jobs the agency has ever undertaken.&lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",3
"Blazers' Randolph Fined for Missing Flight (AP) AP - Trail Blazers forward Zach Randolph was fined and had to pay his own way to Sunday's game at the Toronto Raptors after missing Portland's team flight. The plane left Portland at 8 a.m. on Saturday, and Randolph said he woke up at 8:45 a.m.",1
